insee,commune,departement,travail_insee,travail_commune,travail_departement,latitude,longitude,emplois,habitants,menages,pers_par_menages,unite_conso_menages,revenu_median,travail_latitude,travail_longitude,travail_emplois,distance_oiseau_km,distance_auto_km,duree_auto_minutes,distance_velo_km,duree_velo_minutes,2009,2014,2009_inter,2014_inter,2009_extra,2014_extra,2009_extra_travail_commune,extra_travail_commune_2014
31056,BEAUZELLE,31,31069,BLAGNAC,31,43.66778371,1.374089063,671,6111,2508,6101,4098,23978,43.64218679,1.378869411,6700,2.9,4.5,10,3.7,17,2340,2796,391,482,1949,2314,542,601
31056,BEAUZELLE,31,31149,COLOMIERS,31,43.66778371,1.374089063,671,6111,2508,6101,4098,23978,43.61155151,1.327002184,6448,7.3,16.4,19,11.9,51,2340,2796,391,482,1949,2314,138,155
31057,BELBERAUD,31,31555,TOULOUSE,31,43.50377943,1.569723393,113,1340,479,1394,891,26397,43.59638143,1.431672934,71878,15.2,25.8,34,18.5,80,572,655,92,90,480,565,228,275
31065,BERAT,31,31395,MURET,31,43.37791071,1.17131231,89,2919,1046,3007,1891,20996,43.44910778,1.307846794,3402,13.6,25.9,20,16.4,68,1230,1357,257,212,973,1144,133,141
31065,BERAT,31,31555,TOULOUSE,31,43.37791071,1.17131231,89,2919,1046,3007,1891,20996,43.59638143,1.431672934,71878,32.1,51.0,42,37.3,158,1230,1357,257,212,973,1144,353,387
31066,BESSIERES,31,31555,TOULOUSE,31,43.79699576,1.586182442,440,3777,1507,3652,2424,20379,43.59638143,1.431672934,71878,25.5,38.5,37,30.9,143,1332,1591,400,421,932,1170,392,320
31069,BLAGNAC,31,31056,BEAUZELLE,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.66778371,1.374089063,671,2.9,5.6,9,3.8,17,0,11222,0,4861,0,6361,0,108
31069,BLAGNAC,31,31557,TOURNEFEUILLE,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.57819186,1.335006978,1958,7.9,11.6,17,11.3,49,0,11222,0,4861,0,6361,0,106
31069,BLAGNAC,31,31150,CORNEBARRIEU,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.64862657,1.322429646,1048,4.6,6.2,12,6.0,26,10541,11222,4514,4861,6028,6361,152,153
31069,BLAGNAC,31,31254,LABEGE,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.53913772,1.520620711,5630,16.2,22.9,28,20.4,87,0,11222,0,4861,0,6361,0,106
31069,BLAGNAC,31,31044,BALMA,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.61152587,1.504591383,3761,10.7,20.4,24,14.1,62,10541,11222,4514,4861,6028,6361,120,127
31069,BLAGNAC,31,31149,COLOMIERS,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.61155151,1.327002184,6448,5.4,10.8,14,10.7,46,10541,11222,4514,4861,6028,6361,574,603
31069,BLAGNAC,31,31555,TOULOUSE,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.59638143,1.431672934,71878,6.6,10.1,15,8.2,35,10541,11222,4514,4861,6028,6361,3777,3888
31075,BONREPOS-SUR-AUSSONNELLE,31,31555,TOULOUSE,31,43.5441108,1.137017962,44,1093,392,1158,718,25063,43.59638143,1.431672934,71878,24.4,33.8,31,27.6,118,415,554,62,142,353,413,149,171
31079,BOULOC,31,31555,TOULOUSE,31,43.79580038,1.41918914,252,4408,1731,4622,2986,23475,43.59638143,1.431672934,71878,22.2,27.1,30,25.9,111,2025,2037,335,374,1690,1664,690,582
31079,BOULOC,31,31069,BLAGNAC,31,43.79580038,1.41918914,252,4408,1731,4622,2986,23475,43.64218679,1.378869411,6700,17.4,28.2,28,24.0,108,0,2037,0,374,0,1664,0,191
31082,BOURG-SAINT-BERNARD,31,31555,TOULOUSE,31,43.60624355,1.698782243,60,991,394,1019,667,22608,43.59638143,1.431672934,71878,21.5,40.9,38,28.1,118,424,440,67,68,357,372,115,127
31088,BRAX,31,31555,TOULOUSE,31,43.6156942,1.231948869,85,2668,1007,2799,1809,27984,43.59638143,1.431672934,71878,16.2,19.9,26,18.8,86,1005,1208,102,151,903,1057,385,478
31088,BRAX,31,31149,COLOMIERS,31,43.6156942,1.231948869,85,2668,1007,2799,1809,27984,43.61155151,1.327002184,6448,7.7,10.5,15,8.5,40,1005,1208,102,151,903,1057,169,156
31088,BRAX,31,31069,BLAGNAC,31,43.6156942,1.231948869,85,2668,1007,2799,1809,27984,43.64218679,1.378869411,6700,12.2,19.5,23,15.7,80,1005,1208,102,151,903,1057,114,171
31091,BRUGUIERES,31,31555,TOULOUSE,31,43.72715089,1.409158181,1050,5359,2187,5490,3644,23508,43.59638143,1.431672934,71878,14.7,17.9,22,16.9,73,2333,2478,431,471,1902,2007,730,860
31091,BRUGUIERES,31,31069,BLAGNAC,31,43.72715089,1.409158181,1050,5359,2187,5490,3644,23508,43.64218679,1.378869411,6700,9.8,18.9,20,15.0,72,2333,2478,431,471,1902,2007,159,131
31093,LE BURGAUD,31,31555,TOULOUSE,31,43.78970073,1.146132397,21,915,338,939,590,20446,43.59638143,1.431672934,71878,31.5,38.7,47,38.6,161,0,409,0,73,0,336,0,112
31094,BUZET-SUR-TARN,31,31555,TOULOUSE,31,43.76858311,1.613796583,107,2622,1005,2677,1711,22506,43.59638143,1.431672934,71878,24.1,34.9,32,30.4,136,1024,1156,140,223,884,933,336,308
31100,CALMONT,31,31555,TOULOUSE,31,43.28415842,1.626325232,107,2357,890,2234,1467,19612,43.59638143,1.431672934,71878,38.1,69.7,52,48.2,201,857,1031,231,285,626,746,185,183
31104,CAPENS,31,31555,TOULOUSE,31,43.33492943,1.259817878,128,685,238,684,426,21306,43.59638143,1.431672934,71878,32.2,39.1,32,37.8,159,0,325,0,37,0,289,0,126
31106,CARAMAN,31,31555,TOULOUSE,31,43.52910027,1.752969272,248,2395,1049,2552,1703,21101,43.59638143,1.431672934,71878,27.0,42.6,48,32.7,137,1040,1145,309,240,731,904,221,284
31107,CARBONNE,31,31555,TOULOUSE,31,43.30144947,1.218499661,757,5377,2419,5878,3923,20200,43.59638143,1.431672934,71878,37.0,44.3,35,43.7,187,2159,2186,706,651,1453,1534,518,491
31107,CARBONNE,31,31395,MURET,31,43.30144947,1.218499661,757,5377,2419,5878,3923,20200,43.44910778,1.307846794,3402,17.9,19.2,14,21.4,96,2159,2186,706,651,1453,1534,157,183
31113,CASTANET-TOLOSAN,31,31035,AUZEVILLE-TOLOSANE,31,43.51361667,1.50383757,1223,12640,5676,12552,8706,23534,43.52861226,1.48721979,434,2.1,2.6,7,2.5,11,5188,5925,1047,1172,4141,4753,158,190
31113,CASTANET-TOLOSAN,31,31555,TOULOUSE,31,43.51361667,1.50383757,1223,12640,5676,12552,8706,23534,43.59638143,1.431672934,71878,10.9,22.8,30,12.6,54,5188,5925,1047,1172,4141,4753,2232,2548
31113,CASTANET-TOLOSAN,31,31254,LABEGE,31,43.51361667,1.50383757,1223,12640,5676,12552,8706,23534,43.53913772,1.520620711,5630,3.1,4.7,9,4.5,19,5188,5925,1047,1172,4141,4753,410,474
31113,CASTANET-TOLOSAN,31,31044,BALMA,31,43.51361667,1.50383757,1223,12640,5676,12552,8706,23534,43.61152587,1.504591383,3761,10.9,14.3,21,15.2,65,0,5925,0,1172,0,4753,0,123
31113,CASTANET-TOLOSAN,31,31069,BLAGNAC,31,43.51361667,1.50383757,1223,12640,5676,12552,8706,23534,43.64218679,1.378869411,6700,17.5,25.7,31,20.4,88,5188,5925,1047,1172,4141,4753,125,117
31113,CASTANET-TOLOSAN,31,31506,SAINT-ORENS-DE-GAMEVILLE,31,43.51361667,1.50383757,1223,12640,5676,12552,8706,23534,43.55907877,1.535137106,1756,5.7,7.8,15,8.3,36,5188,5925,1047,1172,4141,4753,104,134
31113,CASTANET-TOLOSAN,31,31446,RAMONVILLE-SAINT-AGNE,31,43.51361667,1.50383757,1223,12640,5676,12552,8706,23534,43.54418379,1.477823728,2185,4.0,4.8,11,4.5,19,5188,5925,1047,1172,4141,4753,241,258
31116,CASTELGINEST,31,31555,TOULOUSE,31,43.69741327,1.435587836,514,9749,4292,10021,6811,21810,43.59638143,1.431672934,71878,11.2,21.0,26,13.2,57,4077,4493,618,750,3459,3744,1650,1627
31116,CASTELGINEST,31,31467,SAINT-ALBAN,31,43.69741327,1.435587836,514,9749,4292,10021,6811,21810,43.69277089,1.412605248,1208,1.9,2.8,7,2.6,12,4077,4493,618,750,3459,3744,150,150
31116,CASTELGINEST,31,31149,COLOMIERS,31,43.69741327,1.435587836,514,9749,4292,10021,6811,21810,43.61155151,1.327002184,6448,12.9,27.0,29,19.2,86,0,4493,0,750,0,3744,0,104
31116,CASTELGINEST,31,31044,BALMA,31,43.69741327,1.435587836,514,9749,4292,10021,6811,21810,43.61152587,1.504591383,3761,11.0,23.4,27,13.9,60,4077,4493,618,750,3459,3744,105,121
31116,CASTELGINEST,31,31069,BLAGNAC,31,43.69741327,1.435587836,514,9749,4292,10021,6811,21810,43.64218679,1.378869411,6700,7.7,22.0,25,14.3,63,4077,4493,618,750,3459,3744,208,189
31116,CASTELGINEST,31,31022,AUCAMVILLE,31,43.69741327,1.435587836,514,9749,4292,10021,6811,21810,43.67139681,1.423709108,1028,3.0,3.9,10,4.1,18,4077,4493,618,750,3459,3744,120,144
31116,CASTELGINEST,31,31561,L'UNION,31,43.69741327,1.435587836,514,9749,4292,10021,6811,21810,43.65424704,1.483948473,2557,6.2,8.2,17,8.0,35,0,4493,0,750,0,3744,0,121
31116,CASTELGINEST,31,31282,LAUNAGUET,31,43.69741327,1.435587836,514,9749,4292,10021,6811,21810,43.67007661,1.455160037,877,3.4,4.9,10,4.1,18,0,4493,0,750,0,3744,0,117
31117,CASTELMAUROU,31,31555,TOULOUSE,31,43.68451523,1.537450495,299,4099,1496,3956,2583,25108,43.59638143,1.431672934,71878,13.0,28.0,29,15.4,67,1628,1696,243,246,1385,1450,668,660
31118,CASTELNAU-D'ESTRETEFONDS,31,31555,TOULOUSE,31,43.79384853,1.361645752,1160,6029,2413,6120,3992,21818,43.59638143,1.431672934,71878,22.7,26.7,28,25.8,110,2774,3007,651,820,2123,2187,844,894
31118,CASTELNAU-D'ESTRETEFONDS,31,31069,BLAGNAC,31,43.79384853,1.361645752,1160,6029,2413,6120,3992,21818,43.64218679,1.378869411,6700,16.9,27.7,26,22.0,104,2774,3007,651,820,2123,2187,181,103
31120,LE CASTERA,31,31555,TOULOUSE,31,43.6709769,1.144783541,17,806,295,814,523,24081,43.59638143,1.431672934,71878,24.5,29.6,33,31.2,131,0,387,0,59,0,328,0,107
31128,CAUJAC,31,31555,TOULOUSE,31,43.29539778,1.458518479,15,838,299,830,528,21488,43.59638143,1.431672934,71878,33.5,44.6,45,41.6,183,0,412,0,40,0,372,0,136
31135,CAZERES,31,31555,TOULOUSE,31,43.22033542,1.093074027,638,4871,2191,4866,3340,18021,43.59638143,1.431672934,71878,50.0,59.9,44,57.3,242,1508,1552,553,621,956,931,207,175
31136,CEPET,31,31555,TOULOUSE,31,43.74569925,1.436609756,100,1673,585,1461,970,23146,43.59638143,1.431672934,71878,16.6,21.7,27,20.2,87,604,669,91,92,513,578,211,227
31145,CINTEGABELLE,31,31555,TOULOUSE,31,43.30682753,1.535721048,176,2840,1154,2830,1892,19893,43.59638143,1.431672934,71878,33.3,44.4,47,40.6,172,1080,1114,300,267,780,847,216,282
31145,CINTEGABELLE,31,31033,AUTERIVE,31,43.30682753,1.535721048,176,2840,1154,2830,1892,19893,43.35959916,1.477427966,1245,7.5,9.2,13,8.5,38,1080,1114,300,267,780,847,156,120
31147,CLARAC,31,31483,SAINT-GAUDENS,31,43.11371803,0.616188632,34,616,243,602,404,21225,43.11992608,0.726613564,2364,9.0,15.8,19,12.8,55,316,280,56,35,260,245,156,115
31148,CLERMONT-LE-FORT,31,31555,TOULOUSE,31,43.45842895,1.442627932,28,521,194,503,331,27510,43.59638143,1.431672934,71878,15.4,24.8,24,18.8,88,0,214,0,41,0,173,0,117
31149,COLOMIERS,31,31417,PIBRAC,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.62743854,1.261394753,494,5.6,10.8,13,7.2,31,15421,17243,5546,6463,9875,10780,107,111
31149,COLOMIERS,31,31557,TOURNEFEUILLE,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.57819186,1.335006978,1958,3.8,9.5,14,5.9,27,15421,17243,5546,6463,9875,10780,270,284
31149,COLOMIERS,31,31395,MURET,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.44910778,1.307846794,3402,18.1,32.7,26,24.6,107,0,17243,0,6463,0,10780,0,104
31149,COLOMIERS,31,31424,PLAISANCE-DU-TOUCH,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.55759164,1.285858118,1575,6.9,11.8,17,8.7,38,15421,17243,5546,6463,9875,10780,138,210
31149,COLOMIERS,31,31433,PORTET-SUR-GARONNE,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.52939527,1.402519557,3147,11.0,17.8,20,15.2,69,0,17243,0,6463,0,10780,0,148
31149,COLOMIERS,31,31150,CORNEBARRIEU,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.64862657,1.322429646,1048,4.1,6.1,13,6.5,28,15421,17243,5546,6463,9875,10780,298,229
31149,COLOMIERS,31,31069,BLAGNAC,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.64218679,1.378869411,6700,5.4,10.6,13,9.9,43,15421,17243,5546,6463,9875,10780,1326,1560
31149,COLOMIERS,31,31555,TOULOUSE,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.59638143,1.431672934,71878,8.6,11.1,15,10.4,47,15421,17243,5546,6463,9875,10780,5763,5992
31149,COLOMIERS,31,31044,BALMA,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.61152587,1.504591383,3761,14.3,23.9,26,17.2,79,15421,17243,5546,6463,9875,10780,177,144
31149,COLOMIERS,31,31254,LABEGE,31,43.61155151,1.327002184,6448,38541,15849,36785,24926,21694,43.53913772,1.520620711,5630,17.6,23.2,28,22.8,98,15421,17243,5546,6463,9875,10780,127,176
31150,CORNEBARRIEU,31,31555,TOULOUSE,31,43.64862657,1.322429646,1048,6426,2560,6426,4255,24585,43.59638143,1.431672934,71878,10.5,14.6,22,14.1,61,2554,3154,600,680,1953,2474,795,1082
31150,CORNEBARRIEU,31,31149,COLOMIERS,31,43.64862657,1.322429646,1048,6426,2560,6426,4255,24585,43.61155151,1.327002184,6448,4.1,6.2,11,5.3,23,2554,3154,600,680,1953,2474,254,320
31150,CORNEBARRIEU,31,31069,BLAGNAC,31,43.64862657,1.322429646,1048,6426,2560,6426,4255,24585,43.64218679,1.378869411,6700,4.6,6.1,13,6.0,26,2554,3154,600,680,1953,2474,405,550
31151,CORRONSAC,31,31555,TOULOUSE,31,43.47158948,1.48988058,40,763,271,797,500,28076,43.59638143,1.431672934,71878,14.7,19.8,28,18.5,85,337,358,49,29,288,329,172,148
31157,CUGNAUX,31,31149,COLOMIERS,31,43.54492112,1.342862238,1827,17004,7233,17266,11603,22479,43.61155151,1.327002184,6448,7.5,14.2,22,10.0,43,7388,7564,1649,1628,5739,5936,327,316
31157,CUGNAUX,31,31555,TOULOUSE,31,43.54492112,1.342862238,1827,17004,7233,17266,11603,22479,43.59638143,1.431672934,71878,9.2,15.7,25,10.9,48,7388,7564,1649,1628,5739,5936,3268,3413
31157,CUGNAUX,31,31557,TOURNEFEUILLE,31,43.54492112,1.342862238,1827,17004,7233,17266,11603,22479,43.57819186,1.335006978,1958,3.8,5.3,10,5.0,22,7388,7564,1649,1628,5739,5936,164,180
31157,CUGNAUX,31,31433,PORTET-SUR-GARONNE,31,43.54492112,1.342862238,1827,17004,7233,17266,11603,22479,43.52939527,1.402519557,3147,5.1,7.4,15,6.6,28,7388,7564,1649,1628,5739,5936,368,244
31157,CUGNAUX,31,31424,PLAISANCE-DU-TOUCH,31,43.54492112,1.342862238,1827,17004,7233,17266,11603,22479,43.55759164,1.285858118,1575,4.8,6.7,13,6.6,29,0,7564,0,1628,0,5936,0,121
31157,CUGNAUX,31,31254,LABEGE,31,43.54492112,1.342862238,1827,17004,7233,17266,11603,22479,43.53913772,1.520620711,5630,14.3,21.9,32,22.3,96,7388,0,1649,0,5739,0,135,0
31157,CUGNAUX,31,31395,MURET,31,43.54492112,1.342862238,1827,17004,7233,17266,11603,22479,43.44910778,1.307846794,3402,11.0,22.7,22,15.0,62,7388,7564,1649,1628,5739,5936,130,139
31157,CUGNAUX,31,31069,BLAGNAC,31,43.54492112,1.342862238,1827,17004,7233,17266,11603,22479,43.64218679,1.378869411,6700,11.2,15.3,22,15.1,66,7388,7564,1649,1628,5739,5936,309,372
31160,DAUX,31,31069,BLAGNAC,31,43.68725319,1.266346385,58,2245,871,2300,1487,24551,43.64218679,1.378869411,6700,10.3,13.5,19,12.6,53,816,1111,93,180,723,931,127,189
31160,DAUX,31,31555,TOULOUSE,31,43.68725319,1.266346385,58,2245,871,2300,1487,24551,43.59638143,1.431672934,71878,16.7,21.4,28,20.3,85,816,1111,93,180,723,931,300,331
31161,DEYME,31,31555,TOULOUSE,31,43.48239003,1.532652535,110,978,430,1135,739,26757,43.59638143,1.431672934,71878,15.1,19.9,31,18.7,84,459,487,92,77,368,410,180,164
31162,DONNEVILLE,31,31555,TOULOUSE,31,43.47276634,1.551236744,67,1034,386,1041,677,24392,43.59638143,1.431672934,71878,16.8,34.9,33,19.7,81,472,432,92,65,380,367,160,171
31163,DREMIL-LAFAGE,31,31555,TOULOUSE,31,43.591745,1.603178585,212,2552,1019,2779,1817,26537,43.59638143,1.431672934,71878,13.8,28.4,34,17.5,76,1321,1219,274,199,1047,1020,597,554
31165,EAUNES,31,31555,TOULOUSE,31,43.42769294,1.358977623,268,5827,2363,6055,3968,21936,43.59638143,1.431672934,71878,19.7,27.8,32,23.5,102,2177,2734,410,469,1767,2265,692,912
31165,EAUNES,31,31395,MURET,31,43.42769294,1.358977623,268,5827,2363,6055,3968,21936,43.44910778,1.307846794,3402,4.8,10.3,16,8.2,35,2177,2734,410,469,1767,2265,265,323
31165,EAUNES,31,31433,PORTET-SUR-GARONNE,31,43.42769294,1.358977623,268,5827,2363,6055,3968,21936,43.52939527,1.402519557,3147,11.8,16.3,22,15.4,66,0,2734,0,469,0,2265,0,113
31169,ESCALQUENS,31,31506,SAINT-ORENS-DE-GAMEVILLE,31,43.52091259,1.55243227,555,6273,2668,6732,4492,25801,43.55907877,1.535137106,1756,4.5,6.6,13,6.4,28,2719,2980,515,483,2204,2497,123,153
31169,ESCALQUENS,31,31254,LABEGE,31,43.52091259,1.55243227,555,6273,2668,6732,4492,25801,43.53913772,1.520620711,5630,3.3,4.3,8,4.8,21,2719,2980,515,483,2204,2497,253,330
31169,ESCALQUENS,31,31555,TOULOUSE,31,43.52091259,1.55243227,555,6273,2668,6732,4492,25801,43.59638143,1.431672934,71878,12.9,23.9,30,16.8,70,2719,2980,515,483,2204,2497,1123,1182
31175,ESTANCARBON,31,31483,SAINT-GAUDENS,31,43.1088526,0.781108336,453,616,254,591,403,21735,43.11992608,0.726613564,2364,4.6,6.0,11,6.3,26,236,0,47,0,189,0,109,0
31181,LE FAUGA,31,31395,MURET,31,43.3984327,1.294083043,132,1960,719,2026,1284,21946,43.44910778,1.307846794,3402,5.7,6.8,6,7.3,30,812,900,108,140,704,760,168,125
31181,LE FAUGA,31,31555,TOULOUSE,31,43.3984327,1.294083043,132,1960,719,2026,1284,21946,43.59638143,1.431672934,71878,24.7,31.9,28,28.5,121,812,900,108,140,704,760,228,335
31182,FENOUILLET,31,31555,TOULOUSE,31,43.6848099,1.390520535,1253,5060,2249,5398,3618,20980,43.59638143,1.431672934,71878,10.4,12.4,22,11.9,53,2320,2153,467,389,1853,1764,918,927
31182,FENOUILLET,31,31149,COLOMIERS,31,43.6848099,1.390520535,1253,5060,2249,5398,3618,20980,43.61155151,1.327002184,6448,9.6,18.5,25,16.4,74,0,2153,0,389,0,1764,0,120
31182,FENOUILLET,31,31069,BLAGNAC,31,43.6848099,1.390520535,1253,5060,2249,5398,3618,20980,43.64218679,1.378869411,6700,4.8,13.1,20,11.5,51,2320,0,467,0,1853,0,156,0
31184,FLOURENS,31,31555,TOULOUSE,31,43.59777426,1.553913078,632,1900,690,1778,1169,26648,43.59638143,1.431672934,71878,9.8,23.2,27,12.5,54,844,807,172,209,672,598,368,335
31186,FONBEAUZARD,31,31555,TOULOUSE,31,43.67982113,1.434921328,160,2977,1304,2916,2021,21567,43.59638143,1.431672934,71878,9.3,13.1,24,10.7,46,1443,1357,176,246,1268,1111,583,556
31187,FONSORBES,31,31499,SAINT-LYS,31,43.53176957,1.238636706,702,11743,4539,12317,7928,23118,43.51000733,1.199557119,567,4.0,7.8,10,5.7,24,5500,5509,1019,933,4481,4576,126,134
31187,FONSORBES,31,31149,COLOMIERS,31,43.53176957,1.238636706,702,11743,4539,12317,7928,23118,43.61155151,1.327002184,6448,11.4,16.3,23,14.9,63,5500,5509,1019,933,4481,4576,494,499
31187,FONSORBES,31,31555,TOULOUSE,31,43.53176957,1.238636706,702,11743,4539,12317,7928,23118,43.59638143,1.431672934,71878,17.1,25.7,33,20.0,88,5500,5509,1019,933,4481,4576,1921,2103
31187,FONSORBES,31,31069,BLAGNAC,31,43.53176957,1.238636706,702,11743,4539,12317,7928,23118,43.64218679,1.378869411,6700,16.7,25.2,30,22.4,95,5500,5509,1019,933,4481,4576,366,346
31187,FONSORBES,31,31424,PLAISANCE-DU-TOUCH,31,43.53176957,1.238636706,702,11743,4539,12317,7928,23118,43.55759164,1.285858118,1575,4.8,6.5,11,6.2,26,5500,5509,1019,933,4481,4576,200,187
31187,FONSORBES,31,31157,CUGNAUX,31,43.53176957,1.238636706,702,11743,4539,12317,7928,23118,43.54492112,1.342862238,1827,8.5,12.5,18,12.4,60,0,5509,0,933,0,4576,0,122
31187,FONSORBES,31,31395,MURET,31,43.53176957,1.238636706,702,11743,4539,12317,7928,23118,43.44910778,1.307846794,3402,10.8,18.6,21,17.6,74,5500,5509,1019,933,4481,4576,129,128
31187,FONSORBES,31,31433,PORTET-SUR-GARONNE,31,43.53176957,1.238636706,702,11743,4539,12317,7928,23118,43.52939527,1.402519557,3147,13.2,21.7,27,18.1,85,5500,0,1019,0,4481,0,153,0
31187,FONSORBES,31,31557,TOURNEFEUILLE,31,43.53176957,1.238636706,702,11743,4539,12317,7928,23118,43.57819186,1.335006978,1958,9.3,12.4,19,11.6,49,5500,5509,1019,933,4481,4576,180,135
31188,FONTENILLES,31,31555,TOULOUSE,31,43.55541684,1.197382826,343,5368,1896,5648,3505,25287,43.59638143,1.431672934,71878,19.4,25.3,27,22.5,98,2000,2565,337,402,1663,2163,761,890
31188,FONTENILLES,31,31149,COLOMIERS,31,43.55541684,1.197382826,343,5368,1896,5648,3505,25287,43.61155151,1.327002184,6448,12.2,15.9,17,16.5,72,2000,2565,337,402,1663,2163,209,266
31188,FONTENILLES,31,31187,FONSORBES,31,43.55541684,1.197382826,343,5368,1896,5648,3505,25287,43.53176957,1.238636706,702,4.2,6.6,13,6.5,28,0,2565,0,402,0,2163,0,102
31188,FONTENILLES,31,31069,BLAGNAC,31,43.55541684,1.197382826,343,5368,1896,5648,3505,25287,43.64218679,1.378869411,6700,17.5,24.9,24,24.8,107,2000,2565,337,402,1663,2163,180,276
31192,FOURQUEVAUX,31,31555,TOULOUSE,31,43.49811762,1.621750516,66,745,283,757,497,26271,43.59638143,1.431672934,71878,18.8,36.7,34,22.6,101,356,326,55,60,301,267,149,155
31193,LE FOUSSERET,31,31555,TOULOUSE,31,43.28633179,1.064951786,215,1876,709,1769,1172,19759,43.59638143,1.431672934,71878,45.5,59.3,45,52.9,221,648,719,208,233,440,486,130,131
31202,FRONTON,31,82121,MONTAUBAN,82,43.85179337,1.379265056,611,5826,2236,5799,3790,21372,44.02225946,1.364086365,10693,19.0,24.4,30,26.0,122,2481,0,674,0,1807,0,119,0
